OrderDate,ProductID,Quantity,TotalAmount,UnitPrice,Category,IsHoliday
2020-01-07,P00029,6,2114.16,440.835,Sports & Outdoors,0
2020-01-07,P00030,3,1386.55,409.82,Home & Kitchen,0
2020-01-07,P00032,2,728.38,377.86,Electronics,0
2020-01-07,P00033,2,708.19,344.45,Toys & Games,0
2020-01-07,P00035,4,566.37,146.36,Clothing,0
2020-01-07,P00036,13,6107.95,463.24,Electronics,0
2020-01-07,P00037,5,2046.78,287.815,Electronics,0
2020-01-07,P00038,1,612.06,572.37,Clothing,0
2020-01-07,P00039,2,286.07,133.6,Electronics,0
2020-01-07,P00040,12,5213.61,463.0566666666667,Clothing,0
2020-01-07,P00041,5,768.57,152.84,Electronics,0
2020-01-07,P00042,5,1335.23,288.415,Home & Kitchen,0
2020-01-07,P00049,6,2874.48,462.35,Electronics,0
2020-01-08,P00001,7,2612.51,303.645,Electronics,0
2020-01-08,P00003,7,1332.02,255.0,Electronics,0
2020-01-08,P00005,4,990.22,255.46999999999997,Sports & Outdoors,0
2020-01-08,P00008,1,222.01,206.64,Clothing,0
2020-01-08,P00009,1,13.64,11.07,Home & Kitchen,0
2020-01-08,P00011,5,1765.61,447.43,Home & Kitchen,0
2020-01-08,P00014,8,1916.16,302.8966666666667,Clothing,0
2020-01-08,P00015,10,3841.62,380.685,Toys & Games,0
2020-01-08,P00016,5,778.75,154.51,Books,0
2020-01-08,P00017,8,2535.94,273.00333333333333,Electronics,0
2020-01-08,P00018,5,1905.84,287.655,Home & Kitchen,0
2020-01-08,P00020,3,1792.31,531.84,Sports & Outdoors,0
2020-01-08,P00021,8,3361.4300000000003,400.505,Home & Kitchen,0
2020-01-08,P00022,6,2835.64,482.83000000000004,Electronics,0
2020-01-08,P00023,2,1058.26,554.14,Home & Kitchen,0
2020-01-08,P00026,9,1715.8899999999999,214.245,Home & Kitchen,0
2020-01-08,P00029,14,4070.9300000000003,301.36,Home & Kitchen,0
2020-01-08,P00031,2,713.02,325.86,Home & Kitchen,0
2020-01-08,P00032,1,430.99,401.23,Sports & Outdoors,0
2020-01-08,P00033,4,1621.92,401.85,Toys & Games,0
2020-01-08,P00035,2,482.35,248.74,Sports & Outdoors,0
2020-01-08,P00037,1,151.77,142.18,Sports & Outdoors,0
2020-01-08,P00038,2,126.8,55.57,Sports & Outdoors,0
2020-01-08,P00039,4,112.72,31.38,Books,0
2020-01-08,P00040,4,1577.07,455.53,Toys & Games,0
2020-01-08,P00041,2,332.38,152.06,Books,0
2020-01-08,P00042,4,473.68,104.88,Toys & Games,0
2020-01-08,P00043,4,1542.77,490.53,Electronics,0
2020-01-08,P00044,8,1997.12,313.37,Books,0
2020-01-08,P00049,1,357.1,340.56,Electronics,0
2020-01-08,P00050,11,5671.75,530.5600000000001,Clothing,0
2020-01-09,P00001,3,1206.44,412.245,Books,0
2020-01-09,P00002,3,796.64,292.96,Electronics,0
2020-01-09,P00005,4,1502.24,407.605,Books,0
2020-01-09,P00007,9,1373.27,162.70000000000002,Clothing,0
2020-01-09,P00008,11,3742.65,320.34666666666664,Toys & Games,0
2020-01-09,P00010,5,2888.36,548.34,Books,0
2020-01-09,P00011,2,738.69,453.68,Home & Kitchen,0
2020-01-09,P00013,3,152.74,42.95,Toys & Games,0
2020-01-09,P00014,5,1040.03,182.01500000000001,Books,0
2020-01-09,P00016,9,2929.04,375.29499999999996,Sports & Outdoors,0
2020-01-09,P00017,2,976.49,514.47,Sports & Outdoors,0
2020-01-09,P00018,5,993.46,222.09,Home & Kitchen,0
2020-01-09,P00020,3,1877.56,556.01,Electronics,0
2020-01-09,P00021,4,1230.23,294.25,Home & Kitchen,0
2020-01-09,P00022,5,1224.73,274.5,Toys & Games,0
2020-01-09,P00024,5,2658.08,532.5350000000001,Sports & Outdoors,0
2020-01-09,P00027,4,1913.08,439.69,Clothing,0
2020-01-09,P00028,12,2299.71,238.35666666666668,Sports & Outdoors,0
2020-01-09,P00029,5,1002.31,185.08,Clothing,0
2020-01-09,P00030,13,3597.1800000000003,255.5975,Books,0
2020-01-09,P00031,6,2668.73,362.405,Toys & Games,0
2020-01-09,P00032,2,404.41,194.82,Home & Kitchen,0
2020-01-09,P00034,4,275.62,69.22,Books,0
2020-01-09,P00035,2,378.27,213.71,Clothing,0
2020-01-09,P00036,4,265.52,80.91,Books,0
2020-01-09,P00037,9,4731.84,464.21,Sports & Outdoors,0
2020-01-09,P00038,5,1990.19,420.88,Toys & Games,0
2020-01-09,P00041,3,1224.35,508.43,Clothing,0
2020-01-09,P00042,3,1776.58,573.11,Sports & Outdoors,0
2020-01-09,P00043,3,897.01,265.14,Home & Kitchen,0
2020-01-09,P00046,9,1030.52,106.12333333333333,Books,0
2020-01-09,P00047,2,629.58,314.59,Electronics,0
2020-01-09,P00048,2,558.54,276.96,Electronics,0
2020-01-09,P00049,4,247.92,54.9,Home & Kitchen,0
2020-01-10,P00001,5,704.5,139.96,Clothing,0
2020-01-10,P00002,10,4691.46,395.5933333333334,Electronics,0
2020-01-10,P00003,10,3242.92,284.6166666666667,Toys & Games,0
2020-01-10,P00005,6,1914.15,299.13,Clothing,0
2020-01-10,P00007,3,1023.14,337.29,Electronics,0
2020-01-10,P00008,8,3094.55,292.40000000000003,Sports & Outdoors,0
2020-01-10,P00009,5,1385.22,364.03,Clothing,0
2020-01-10,P00010,1,653.03,575.61,Sports & Outdoors,0
2020-01-10,P00011,9,3540.43,329.905,Clothing,0
2020-01-10,P00013,3,506.48,177.35,Home & Kitchen,0
2020-01-10,P00015,5,233.74,39.4,Home & Kitchen,0
2020-01-10,P00016,7,2297.43,374.5,Home & Kitchen,0
2020-01-10,P00017,4,2034.53,412.53499999999997,Sports & Outdoors,0
2020-01-10,P00018,1,220.88,226.63,Toys & Games,0
2020-01-10,P00023,2,258.8,109.24,Electronics,0
2020-01-10,P00025,10,1956.5899999999997,171.62666666666667,Home & Kitchen,0
2020-01-10,P00029,5,1999.96,372.955,Toys & Games,0
2020-01-10,P00030,6,3045.7400000000002,520.11,Sports & Outdoors,0
2020-01-10,P00032,7,1936.1799999999998,188.245,Toys & Games,0
2020-01-10,P00034,4,1323.7,392.48,Electronics,0
2020-01-10,P00035,10,3036.2,271.84749999999997,Home & Kitchen,0
2020-01-10,P00036,1,591.99,576.5,Home & Kitchen,0
2020-01-10,P00038,1,58.6,45.39,Home & Kitchen,0
2020-01-10,P00039,13,5320.3,332.65999999999997,Sports & Outdoors,0
2020-01-10,P00040,13,4918.63,352.42600000000004,Home & Kitchen,0
2020-01-10,P00041,9,3862.51,394.2033333333334,Home & Kitchen,0
2020-01-10,P00042,3,1597.42,503.97,Home & Kitchen,0
2020-01-10,P00045,3,1341.29,353.27,Books,0
2020-01-10,P00046,3,1634.81,511.08,Sports & Outdoors,0
2020-01-10,P00047,5,1706.75,324.56,Books,0
2020-01-10,P00049,2,180.05,79.79,Home & Kitchen,0
2020-01-10,P00050,9,1886.98,189.39,Electronics,0
2020-01-11,P00001,6,1015.19,163.915,Clothing,0
2020-01-11,P00002,1,485.67,531.08,Clothing,0
2020-01-11,P00003,4,255.1,78.73,Electronics,0
2020-01-11,P00004,4,928.46,195.01,Toys & Games,0
2020-01-11,P00005,3,203.42,60.45,Clothing,0
2020-01-11,P00006,3,364.83,92.73499999999999,Electronics,0
2020-01-11,P00007,2,878.52,434.175,Sports & Outdoors,0
2020-01-11,P00008,3,805.49,258.77,Toys & Games,0
2020-01-11,P00009,1,271.63,250.91,Electronics,0
2020-01-11,P00011,5,1314.65,309.995,Toys & Games,0
2020-01-11,P00013,2,945.81,435.88,Books,0
2020-01-11,P00016,8,2580.9700000000003,299.22,Electronics,0
2020-01-11,P00018,9,1989.18,258.85,Books,0
2020-01-11,P00021,7,2578.8900000000003,323.72999999999996,Sports & Outdoors,0
2020-01-11,P00022,8,2135.16,271.67,Home & Kitchen,0
2020-01-11,P00023,3,1322.4,406.77,Sports & Outdoors,0
2020-01-11,P00024,4,584.98,143.81,Sports & Outdoors,0
2020-01-11,P00026,5,1126.59,232.915,Books,0
2020-01-11,P00027,8,3232.19,378.32,Electronics,0
2020-01-11,P00028,17,8554.8,475.41249999999997,Sports & Outdoors,0
2020-01-11,P00030,6,1116.87,244.935,Toys & Games,0
2020-01-11,P00031,5,2844.06,561.83,Books,0
2020-01-11,P00032,4,618.84,180.19,Home & Kitchen,0
2020-01-11,P00033,2,901.88,475.04,Books,0
2020-01-11,P00034,3,1081.97,277.61,Home & Kitchen,0
2020-01-11,P00036,10,4036.66,412.125,Clothing,0
2020-01-11,P00038,3,580.32,183.63,Clothing,0
2020-01-11,P00039,1,119.06,110.01,Clothing,0
2020-01-11,P00040,9,1504.98,150.875,Sports & Outdoors,0
2020-01-11,P00042,3,216.49,68.04,Toys & Games,0
2020-01-11,P00043,3,1758.47,557.95,Clothing,0
2020-01-11,P00046,5,658.23,119.66,Home & Kitchen,0
2020-01-11,P00047,1,322.46,311.12,Sports & Outdoors,0
2020-01-11,P00048,4,1375.23,326.46,Home & Kitchen,0
2020-01-12,P00003,5,2623.47,485.11,Toys & Games,0
2020-01-12,P00004,3,810.98,262.98,Sports & Outdoors,0
2020-01-12,P00007,1,538.39,558.82,Toys & Games,0
2020-01-12,P00008,8,2116.21,282.92,Toys & Games,0
2020-01-12,P00009,8,3391.9,420.05499999999995,Sports & Outdoors,0
2020-01-12,P00010,1,506.45,559.24,Home & Kitchen,0
2020-01-12,P00011,2,955.28,402.96,Books,0
2020-01-12,P00013,6,913.65,152.47,Sports & Outdoors,0
2020-01-12,P00014,4,2053.2200000000003,466.14,Clothing,0
2020-01-12,P00015,5,1209.57,275.2833333333333,Sports & Outdoors,0
2020-01-12,P00016,4,1467.54,374.67,Toys & Games,0
2020-01-12,P00017,5,753.98,327.125,Books,0
2020-01-12,P00018,5,2073.47,382.735,Home & Kitchen,0
2020-01-12,P00020,9,4154.08,444.20500000000004,Books,0
2020-01-12,P00021,7,1338.91,183.815,Books,0
2020-01-12,P00022,5,122.05,21.77,Toys & Games,0
2020-01-12,P00024,5,1514.71,256.925,Toys & Games,0
2020-01-12,P00028,10,3990.62,389.6933333333333,Electronics,0
2020-01-12,P00029,2,101.33,53.67,Books,0
2020-01-12,P00030,7,1112.58,150.655,Electronics,0
2020-01-12,P00032,5,1104.45,223.425,Books,0
2020-01-12,P00033,15,6507.33,411.775,Clothing,0
2020-01-12,P00036,3,1402.14,451.91,Home & Kitchen,0
2020-01-12,P00039,1,80.49,84.29,Toys & Games,0
2020-01-12,P00040,3,636.3100000000001,285.865,Home & Kitchen,0
2020-01-12,P00041,8,1802.72,182.42999999999998,Toys & Games,0
2020-01-12,P00042,3,256.89,72.13,Sports & Outdoors,0
2020-01-12,P00043,9,2538.63,275.99,Clothing,0
2020-01-12,P00046,5,429.40999999999997,83.2,Home & Kitchen,0
2020-01-12,P00048,4,311.08,76.21,Books,0
2020-01-12,P00049,4,568.84,123.95,Books,0
2020-01-13,P00001,7,2034.46,379.83,Clothing,0
2020-01-13,P00002,4,1133.84,314.13,Books,0
2020-01-13,P00003,8,2891.8500000000004,262.11,Toys & Games,0
2020-01-13,P00004,1,340.4,340.15,Books,0
2020-01-13,P00006,2,382.23,196.35,Books,0
2020-01-13,P00007,6,1640.23,359.40000000000003,Books,0
2020-01-13,P00010,8,2609.0,325.3533333333333,Books,0
2020-01-13,P00011,6,3259.8999999999996,498.365,Electronics,0
2020-01-13,P00015,2,1357.06,599.93,Home & Kitchen,0
2020-01-13,P00016,5,843.97,174.25,Clothing,0
2020-01-13,P00017,1,416.28,376.02,Electronics,0
2020-01-13,P00018,2,661.3,384.82,Sports & Outdoors,0
2020-01-13,P00019,9,4054.01,459.1133333333334,Books,0
2020-01-13,P00021,9,1089.95,105.99,Sports & Outdoors,0
2020-01-13,P00023,13,4206.24,363.52250000000004,Home & Kitchen,0
2020-01-13,P00024,4,1692.89,389.25,Electronics,0
2020-01-13,P00025,5,524.56,80.32666666666667,Toys & Games,0
2020-01-13,P00027,1,381.3,430.16,Clothing,0
2020-01-13,P00030,3,1078.78,369.56,Books,0
2020-01-13,P00032,9,4345.9,377.03999999999996,Books,0
2020-01-13,P00034,2,888.64,466.15,Toys & Games,0
2020-01-13,P00035,10,2910.98,260.46999999999997,Toys & Games,0
2020-01-13,P00036,7,2571.95,328.95000000000005,Books,0
2020-01-13,P00038,17,6027.370000000001,400.606,Sports & Outdoors,0
2020-01-13,P00039,4,1176.52,261.38,Home & Kitchen,0
2020-01-13,P00041,5,2153.73,484.22,Toys & Games,0
2020-01-13,P00042,2,465.18,217.43,Toys & Games,0
2020-01-13,P00043,5,1765.04,407.25,Sports & Outdoors,0
2020-01-13,P00044,7,2799.41,477.11,Toys & Games,0
2020-01-13,P00045,1,45.99,41.64,Clothing,0
2020-01-13,P00046,3,44.97,12.84,Books,0
2020-01-13,P00047,7,3082.24,505.015,Electronics,0
2020-01-13,P00048,2,1135.35,540.2,Home & Kitchen,0
2020-01-14,P00001,6,3469.1,482.77,Sports & Outdoors,0
2020-01-14,P00002,5,2445.48,464.71,Books,0
2020-01-14,P00005,4,839.81,232.75,Sports & Outdoors,0
2020-01-14,P00007,8,2272.15,263.68666666666667,Toys & Games,0
2020-01-14,P00009,2,1170.56,569.79,Toys & Games,0
2020-01-14,P00011,5,1909.96,339.17,Electronics,0
2020-01-14,P00012,4,2303.23,513.12,Home & Kitchen,0
2020-01-14,P00014,10,1748.45,181.26999999999998,Home & Kitchen,0
2020-01-14,P00015,4,1593.83,354.46,Home & Kitchen,0
2020-01-14,P00017,2,496.25,227.6,Home & Kitchen,0
2020-01-14,P00019,2,1138.97,558.13,Books,0
2020-01-14,P00021,4,558.46,136.19,Sports & Outdoors,0
2020-01-14,P00022,5,2802.79,516.94,Books,0
2020-01-14,P00023,5,1114.3,174.99,Clothing,0
2020-01-14,P00025,2,227.52,115.0,Sports & Outdoors,0
2020-01-14,P00027,3,216.61,58.11,Clothing,0
2020-01-14,P00028,4,1252.06,215.92499999999998,Home & Kitchen,0
2020-01-14,P00029,1,160.97,129.32,Home & Kitchen,0
2020-01-14,P00031,3,935.45,239.08999999999997,Clothing,0
